yyyymm,mahalanobis,mahalanobis_sq,gaussian_logpdf
201902,1.5696182775355647,2.463701537173713,35.99316928687691
201903,1.365457868589708,1.8644751908935486,36.292782460017
201904,1.0619153339874363,1.1276641765576483,36.66118796718495
201905,2.5573115508091595,6.539842367901948,33.955098871512796
201906,2.86456720516651,8.205745272915472,33.12214741900604
201907,0.631193791213606,0.3984056020666052,37.02581725443047
201908,2.5898484803517774,6.707315151180412,33.87136247987357
201909,0.6443317685870483,0.41516342801051365,37.017438341458515
201910,0.892528069193051,0.7966063542974757,36.82671687831503
201911,1.9759250927971077,3.904279972345259,35.27288006929114
201912,1.0506454452216658,1.1038558515650325,36.67309212968126
202001,1.8545239451830788,3.4392590632574116,35.50539052383507
202002,3.2080131963794,10.291348668144375,32.07934572139158
202003,13.828916367080707,191.23892788771266,-58.39444388839256
202004,3.6348838612363226,13.212380684676278,30.618829713125635
202005,2.821961346054571,7.963465838626126,33.24328713615071
202006,2.871383385879641,8.24484254870563,33.102598781110956
202007,1.8972401549755713,3.59952020565173,35.42525995263791
202008,1.9301979321989733,3.7256640574651927,35.362188026731175
202009,1.6447244409092816,2.705118486524349,35.872460812201595
202010,1.5202008282249737,2.3110105581358957,36.06951477639583
202011,2.921939264569383,8.537729065832266,32.95615552254764
202012,1.745035550537214,3.0451490726387176,35.70244551914441
202101,1.7755024113836126,3.1524088128290235,35.64881564904926
202102,1.665968929913988,2.775452475438758,35.837293817744396
202103,3.0243635361030368,9.146774798509664,32.65163265620894
